1	哎
2	哀
3	癌
4	蔼
5	艾
6	唉
7	隘
8	昂
9	凹
10	熬
11	奥
12	澳
13	扒
14	叭
15	芭
16	靶
17	坝
18	霸
19	掰
20	柏
21	扳
22	颁
23	斑
24	拌
25	瓣
26	邦
27	绑
28	谤
29	磅
30	镑
31	煲
32	堡
33	豹
34	曝
35	卑
36	碑
37	狈
38	惫
39	崩
40	绷
41	蹦
42	鄙
43	毙
44	痹
45	碧
46	蔽
47	弊
48	臂
49	鞭
50	贬
51	辨
52	辫
53	飙
54	憋
55	彬
56	滨
57	缤
58	丙
59	秉
60	柄
61	剥
62	伯
63	驳
64	泊
65	勃
66	舶
67	脖
68	搏
69	膊
70	卜
71	哺
72	怖
73	睬
74	惭
75	灿
76	苍
77	沧
78	舱
79	糙
80	曹
81	槽
82	蹭
83	岔
84	刹
85	诧
86	掺
87	搀
88	馋
89	禅
90	缠
91	铲
92	阐
93	颤
94	猖
95	嫦
96	敞
97	钞
98	巢
99	嘲
100	扯
101	臣
102	尘
103	辰
104	陈
105	趁
106	呈
107	惩
108	澄
109	橙
110	逞
111	秤
112	痴
113	弛
114	驰
115	齿
116	侈
117	耻
118	斥
119	赤
120	翅
121	仇
122	绸
123	畴
124	酬
125	稠
126	筹
127	瞅
128	橱
129	畜
130	揣
131	踹
132	川
133	喘
134	炊
135	垂
136	捶
137	锤
138	唇
139	醇
140	蠢
141	戳
142	绰
143	瓷
144	慈
145	磁
146	赐
147	匆
148	囱
149	葱
150	丛
151	凑
152	簇
153	窜
154	催
155	摧
156	粹
157	翠
158	搓
159	磋
160	挫
161	歹
162	逮
163	怠
164	丹
165	耽
166	荡
167	叨
168	捣
169	祷
170	悼
171	稻
172	蹬
173	邓
174	凳
175	瞪
176	堤
177	迪
178	涤
179	笛
180	蒂
181	缔
182	颠
183	巅
184	甸
185	垫
186	淀
187	惦
188	奠
189	殿
190	刁
191	叼
192	雕
193	钓
194	爹
195	迭
196	谍
197	叠
198	碟
199	丁
200	叮
201	盯
202	鼎
203	钉
204	董
205	栋
206	兜
207	抖
208	陡
209	逗
210	睹
211	杜
212	妒
213	兑
214	敦
215	盹
216	炖
217	哆
218	舵
219	堕
220	惰
221	讹
222	俄
223	娥
224	鹅
225	厄
226	遏
227	鳄
228	饵
229	伐
230	阀
231	帆
232	贩
233	芳
234	妨
235	肪
236	纺
237	绯
238	匪
239	诽
240	沸
241	芬
242	吩
243	坟
244	焚
245	粪
246	蜂
247	冯
248	逢
249	缝
250	讽
251	凤
252	孵
253	敷
254	伏
255	俘
256	袱
257	辐
258	抚
259	斧
260	俯
261	咐
262	赴
263	赋
264	腹
265	缚
266	覆
267	尬
268	丐
269	钙
270	溉
271	甘
272	竿
273	尴
274	冈
275	缸
276	杠
277	膏
278	戈
279	胳
280	鸽
281	搁
282	割
283	阁
284	耕
285	耿
286	弓
287	恭
288	躬
289	拱
290	勾
291	钩
292	沽
293	菇
294	辜
295	雇
296	寡
297	卦
298	乖
299	棺
300	灌
301	罐
302	龟
303	闺
304	瑰
305	桂
306	棍
307	郭
308	骇
309	酣
310	函
311	涵
312	韩
313	罕
314	旱
315	捍
316	焊
317	撼
318	杭
319	浩
320	呵
321	禾
322	阂
323	荷
324	赫
325	鹤
326	嘿
327	痕
328	哼
329	恒
330	轰
331	哄
332	烘
333	弘
334	虹
335	喉
336	吼
337	弧
338	唬
339	沪
340	哗
341	猾
342	徊
343	淮
344	槐
345	唤
346	焕
347	痪
348	荒
349	凰
350	煌
351	恍
352	晃
353	谎
354	徽
355	卉
356	讳
357	贿
358	秽
359	浑
360	魂
361	豁
362	祸
363	惑
364	霍
365	讥
366	饥
367	缉
368	畸
369	稽
370	棘
371	嫉
372	脊
373	忌
374	剂
375	迹
376	祭
377	寂
378	颊
379	贾
380	嫁
381	稼
382	奸
383	歼
384	兼
385	煎
386	拣
387	柬
388	俭
389	荐
390	贱
391	溅
392	姜
393	浆
394	僵
395	疆
396	桨
397	匠
398	浇
399	娇
400	椒
401	跤
402	礁
403	嚼
404	狡
405	绞
406	矫
407	搅
408	缴
409	轿
410	酵
411	皆
412	劫
413	捷
414	竭
415	诫
416	津
417	筋
418	锦
419	谨
420	晋
421	浸
422	茎
423	荆
424	晶
425	兢
426	阱
427	颈
428	窘
429	揪
430	灸
431	舅
432	拘
433	鞠
434	菊
435	橘
436	沮
437	矩
438	炬
439	惧
440	锯
441	倦
442	诀
443	掘
444	崛
445	爵
446	倔
447	君
448	钧
449	俊
450	峻
451	骏
452	竣
453	凯
454	慨
455	楷
456	勘
457	堪
458	侃
459	砍
460	槛
461	慷
462	扛
463	苛
464	磕
465	壳
466	垦
467	恳
468	啃
469	坑
470	吭
471	孔
472	抠
473	枯
474	窟
475	夸
476	垮
477	挎
478	筐
479	旷
480	框
481	窥
482	魁
483	馈
484	溃
485	愧
486	昆
487	捆
488	廓
489	喇
490	腊
491	蜡
492	兰
493	拦
494	婪
495	澜
496	揽
497	缆
498	滥
499	狼
500	廊
501	捞
502	姥
503	唠
504	涝
505	勒
506	垒
507	磊
508	蕾
509	棱
510	愣
511	黎
512	吏
513	隶
514	粒
515	莲
516	廉
517	敛
518	链
519	辽
520	僚
521	寥
522	潦
523	咧
524	劣
525	猎
526	拎
527	淋
528	赁
529	凌
530	陵
531	岭
532	溜
533	刘
534	浏
535	瘤
536	柳
537	遛
538	咙
539	胧
540	聋
541	笼
542	隆
543	窿
544	拢
545	垄
546	搂
547	陋
548	芦
549	卤
550	虏
551	鲁
552	赂
553	鹿
554	碌
555	吕
556	侣
557	铝
558	屡
559	缕
560	履
561	滤
562	孪
563	卵
564	掠
565	抡
566	伦
567	罗
568	萝
569	螺
570	裸
571	迈
572	脉
573	蛮
574	瞒
575	蔓
576	芒
577	氓
578	茫
579	莽
580	茅
581	髦
582	茂
583	玫
584	枚
585	眉
586	霉
587	昧
588	媚
589	魅
590	闷
591	萌
592	朦
593	孟
594	弥
595	谜
596	觅
597	泌
598	蜜
599	绵
600	勉
601	缅
602	苗
603	瞄
604	渺
605	庙
606	蔑
607	鸣
608	铭
609	谬
610	蘑
611	魔
612	抹
613	沫
614	陌
615	莫
616	寞
617	牡
618	亩
619	姆
620	沐
621	牧
622	募
623	睦
624	慕
625	暮
626	穆
627	呐
628	乃
629	囊
630	挠
631	恼
632	馁
633	嫩
634	尼
635	拟
636	逆
637	匿
638	腻
639	黏
640	酿
641	尿
642	捏
643	拧
644	凝
645	纽
646	奴
647	虐
648	挪
649	哦
650	欧
651	殴
652	呕
653	趴
654	帕
655	徘
656	潘
657	攀
658	叛
659	畔
660	乓
661	庞
662	膀
663	抛
664	刨
665	袍
666	胚
667	沛
668	佩
669	抨
670	烹
671	棚
672	蓬
673	鹏
674	篷
675	膨
676	捧
677	劈
678	疲
679	辟
680	媲
681	僻
682	譬
683	飘
684	撇
685	乒
686	坪
687	萍
688	颇
689	魄
690	剖
691	仆
692	菩
693	朴
694	浦
695	谱
696	瀑
697	沏
698	栖
699	凄
700	戚
701	漆
702	歧
703	祈
704	棋
705	乞
706	岂
707	迄
708	泣
709	契
710	砌
711	掐
712	洽
713	虔
714	钳
715	遣
716	谴
717	嵌
718	呛
719	腔
720	乔
721	侨
722	俏
723	窍
724	翘
725	撬
726	怯
727	窃
728	钦
729	秦
730	禽
731	寝
732	擎
733	顷
734	丘
735	囚
736	驱
737	屈
738	躯
739	娶
740	拳
741	犬
742	雀
743	壤
744	攘
745	嚷
746	饶
747	惹
748	仁
749	韧
750	溶
751	冗
752	柔
753	揉
754	儒
755	辱
756	锐
757	瑞
758	撒
759	萨
760	桑
761	嗓
762	骚
763	嫂
764	臊
765	僧
766	纱
767	砂
768	鲨
769	厦
770	筛
771	删
772	煽
773	擅
774	膳
775	赡
776	捎
777	梢
778	哨
779	奢
780	慑
781	绅
782	肾
783	渗
784	慎
785	绳
786	尸
787	狮
788	蚀
789	矢
790	氏
791	侍
792	逝
793	嗜
794	誓
795	匙
796	兽
797	抒
798	枢
799	梳
800	疏
801	赎
802	署
803	蜀
804	曙
805	竖
806	恕
807	墅
808	耍
809	衰
810	甩
811	拴
812	栓
813	涮
814	霜
815	瞬
816	烁
817	丝
818	斯
819	撕
820	伺
821	祀
822	饲
823	肆
824	耸
825	讼
826	宋
827	诵
828	颂
829	艘
830	嗽
831	酥
832	溯
833	蒜
834	髓
835	遂
836	隧
837	嗦
838	塌
839	胎
840	汰
841	泰
842	贪
843	摊
844	滩
845	瘫
846	坛
847	痰
848	潭
849	毯
850	炭
851	碳
852	唐
853	塘
854	膛
855	倘
856	淌
857	烫
858	涛
859	滔
860	陶
861	淘
862	腾
863	藤
864	剔
865	屉
866	剃
867	涕
868	惕
869	舔
870	帖
871	廷
872	亭
873	艇
874	捅
875	桶
876	筒
877	凸
878	秃
879	涂
880	屠
881	颓
882	屯
883	驮
884	妥
885	拓
886	唾
887	蛙
888	瓦
889	歪
890	丸
891	挽
892	惋
893	婉
894	腕
895	汪
896	枉
897	妄
898	伪
899	纬
900	萎
901	畏
902	魏
903	瘟
904	纹
905	蚊
906	吻
907	紊
908	翁
909	涡
910	窝
911	沃
912	巫
913	呜
914	吴
915	侮
916	捂
917	勿
918	晤
919	雾
920	昔
921	晰
922	稀
923	锡
924	溪
925	熙
926	熄
927	膝
928	嬉
929	袭
930	媳
931	隙
932	虾
933	瞎
934	侠
935	峡
936	狭
937	辖
938	霞
939	仙
940	纤
941	掀
942	贤
943	弦
944	衔
945	宪
946	馅
947	羡
948	腺
949	厢
950	镶
951	翔
952	巷
953	橡
954	肖
955	削
956	宵
957	萧
958	潇
959	淆
960	孝
961	啸
962	邪
963	挟
964	携
965	泄
966	泻
967	卸
968	屑
969	懈
970	芯
971	馨
972	衅
973	猩
974	腥
975	刑
976	汹
977	羞
978	朽
979	绣
980	锈
981	嗅
982	墟
983	徐
984	旭
985	叙
986	恤
987	酗
988	絮
989	婿
990	蓄
991	喧
992	玄
993	炫
994	靴
995	穴
996	勋
997	熏
998	旬
999	巡
1000	汛
1001	驯
1002	逊
1003	丫
1004	鸦
1005	芽
1006	崖
1007	涯
1008	哑
1009	雅
1010	讶
1011	咽
1012	淹
1013	岩
1014	阎
1015	衍
1016	掩
1017	雁
1018	焰
1019	燕
1020	殃
1021	秧
1022	杨
1023	痒
1024	漾
1025	妖
1026	窑
1027	谣
1028	遥
1029	钥
1030	椰
1031	冶
1032	伊
1033	夷
1034	怡
1035	矣
1036	倚
1037	屹
1038	亦
1039	抑
1040	役
1041	绎
1042	弈
1043	疫
1044	逸
1045	裔
1046	溢
1047	毅
1048	翼
1049	荫
1050	姻
1051	殷
1052	瘾
1053	婴
1054	鹰
1055	荧
1056	盈
1057	莹
1058	蝇
1059	颖
1060	佣
1061	庸
1062	咏
1063	涌
1064	踊
1065	悠
1066	佑
1067	诱
1068	渔
1069	逾
1070	渝
1071	愚
1072	舆
1073	屿
1074	驭
1075	郁
1076	吁
1077	狱
1078	浴
1079	喻
1080	御
1081	寓
1082	裕
1083	愈
1084	冤
1085	渊
1086	袁
1087	曰
1088	岳
1089	悦
1090	粤
1091	匀
1092	陨
1093	孕
1094	酝
1095	韵
1096	蕴
1097	砸
1098	栽
1099	宰
1100	攒
1101	赃
1102	葬
1103	凿
1104	枣
1105	藻
1106	皂
1107	灶
1108	噪
1109	燥
1110	躁
1111	泽
1112	贼
1113	渣
1114	闸
1115	眨
1116	诈
1117	榨
1118	窄
1119	寨
1120	沾
1121	粘
1122	瞻
1123	斩
1124	盏
1125	崭
1126	绽
1127	蘸
1128	彰
1129	仗
1130	杖
1131	帐
1132	胀
1133	沼
1134	兆
1135	赵
1136	罩
1137	肇
1138	遮
1139	辙
1140	浙
1141	贞
1142	侦
1143	枕
1144	睁
1145	筝
1146	蒸
1147	拯
1148	郑
1149	芝
1150	肢
1151	脂
1152	旨
1153	帜
1154	峙
1155	挚
1156	秩
1157	窒
1158	滞
1159	稚
1160	衷
1161	仲
1162	舟
1163	州
1164	洲
1165	轴
1166	宙
1167	昼
1168	皱
1169	骤
1170	朱
1171	株
1172	烛
1173	拄
1174	嘱
1175	瞩
1176	贮
1177	铸
1178	爪
1179	拽
1180	砖
1181	撰
1182	妆
1183	桩
1184	幢
1185	坠
1186	缀
1187	拙
1188	灼
1189	卓
1190	浊
1191	酌
1192	琢
1193	姿
1194	兹
1195	滋
