1	啊
2	安
3	般
4	板
5	办
6	饱
7	报
8	背
9	笔
10	必
11	变
12	便
13	遍
14	表
15	部
16	才
17	参
18	餐
19	草
20	层
21	查
22	长
23	超
24	晨
25	称
26	成
27	楚
28	处
29	船
30	吹
31	春
32	词
33	带
34	单
35	但
36	当
37	倒
38	灯
39	低
40	典
41	掉
42	定
43	冬
44	懂
45	度
46	短
47	段
48	队
49	而
50	发
51	法
52	份
53	封
54	复
55	该
56	改
57	感
58	刚
59	更
60	公
61	共
62	狗
63	够
64	故
65	顾
66	观
67	惯
68	广
69	海
70	喊
71	合
72	河
73	黑
74	红
75	忽
76	湖
77	护
78	划
79	画
80	换
81	黄
82	活
83	或
84	级
85	急
86	己
87	计
88	际
89	绩
90	加
91	检
92	件
93	健
94	讲
95	交
96	角
97	饺
98	脚
99	接
100	街
101	节
102	结
103	借
104	斤
105	近
106	经
107	睛
108	静
109	久
110	酒
111	举
112	句
113	卡
114	康
115	靠
116	科
117	可
118	克
119	刻
120	空
121	哭
122	筷
123	拉
124	蓝
125	篮
126	乐
127	离
128	礼
129	理
130	力
131	利
132	例
133	脸
134	练
135	凉
136	亮
137	辆
138	量
139	留
140	流
141	旅
142	绿
143	论
144	卖
145	满
146	猫
147	末
148	目
149	鸟
150	弄
151	努
152	爬
153	怕
154	排
155	碰
156	篇
157	片
158	漂
159	平
160	瓶
161	普
162	其
163	骑
164	千
165	墙
166	且
167	青
168	轻
169	清
170	情
171	晴
172	秋
173	求
174	取
175	全
176	确
177	然
178	让
179	如
180	入
181	色
182	声
183	省
184	实
185	食
186	使
187	示
188	市
189	适
190	室
191	收
192	受
193	舒
194	熟
195	数
196	顺
197	司
198	思
199	算
200	虽
201	随
202	所
203	它
204	态
205	堂
206	讨
207	套
208	特
209	疼
210	提
211	题
212	铁
213	庭
214	停
215	挺
216	通
217	头
218	推
219	腿
220	完
221	碗
222	万
223	王
224	往
225	为
226	位
227	味
228	喂
229	温
230	闻
231	务
232	物
233	夏
234	相
235	响
236	向
237	像
238	鞋
239	心
240	信
241	姓
242	须
243	许
244	选
245	雪
246	言
247	颜
248	眼
249	阳
250	养
251	药
252	业
253	夜
254	宜
255	已
256	以
257	椅
258	亿
259	意
260	因
261	阴
262	音
263	银
264	印
265	应
266	英
267	迎
268	永
269	由
270	油
271	游
272	又
273	于
274	鱼
275	育
276	园
277	原
278	愿
279	越
280	云
281	运
282	咱
283	脏
284	澡
285	占
286	照
287	者
288	直
289	只
290	纸
291	钟
292	周
293	主
294	助
295	装
296	自
297	租
298	组
299	嘴
300	座
